SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
8410623,Eaches,208,463,504,28,565,323,38,290,570,83,391,42
8410631,Eaches,3,0,6,8,2,2,8,6,6,5,1,4
8410649,Eaches,2,0,3,2,4,0,3,3,4,1,2,3
8410656,Eaches,3,3,1,3,2,3,1,1,4,3,0,4
8410664,Eaches,1162,607,1113,369,1016,941,475,617,851,305,619,244
8410672,Eaches,1,2,1,0,1,1,1,0,2,2,2,1
8410680,Eaches,66,463,257,477,3,368,360,284,254,281,255,278
8410698,Eaches,74,75,42,88,56,125,175,53,152,11,138,95
8410706,Eaches,7,26,121,181,16,146,186,67,58,121,2,13
8410714,Eaches,125,75,71,98,120,13,124,16,16,34,6,125
8410722,Eaches,59,193,331,338,336,101,146,117,13,269,313,287
8410730,Eaches,70,102,50,147,140,78,73,112,51,11,157,155
8410755,Eaches,35,83,92,48,130,82,126,48,47,111,3,30
8410763,Eaches,117,31,106,33,32,6,40,4,94,92,74,115
8410789,Eaches,0,3,1,3,3,1,2,1,1,2,2,1
8410797,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8410847,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8410854,Eaches,97,99,303,290,234,239,310,295,229,94,199,164
8410862,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8410870,Eaches,287,436,249,102,375,341,41,189,40,376,286,218
8410888,Eaches,132,218,265,51,337,128,62,277,345,92,415,363
8410904,Eaches,71,139,62,145,332,177,232,62,173,352,36,227
8410912,Eaches,146,135,33,61,184,153,213,140,208,231,221,127
8410920,Eaches,30,22,13,27,16,30,2,17,13,9,6,7
8410938,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8410946,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8410953,Eaches,80,10,8,96,53,56,44,18,28,105,64,11
8410961,Eaches,3,10,1,30,21,38,49,27,50,64,19,19
8410995,Eaches,11,41,45,39,46,60,15,19,34,30,68,45
8411001,Eaches,288,890,308,436,287,932,501,2260,1013,1806,1730,1576
8411019,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411027,Eaches,9,23,17,114,34,110,24,0,60,168,99,141
8411035,Eaches,51,54,87,131,86,124,34,59,10,58,70,3
8411043,Eaches,11,29,92,75,4,59,91,80,46,18,102,69
8411050,Eaches,57,169,126,204,197,155,178,139,36,68,50,172
8411076,Eaches,26,82,55,58,69,153,31,159,88,181,78,181
8411084,Eaches,459,86,359,215,346,294,371,93,419,305,268,532
8411092,Eaches,103,38,55,81,107,58,59,44,71,10,65,67
8411100,Eaches,19,252,171,159,309,42,206,93,128,3,235,21
8411118,Eaches,179,26,61,127,32,120,89,189,117,8,145,36
8411134,Eaches,159,186,43,155,21,162,189,47,153,67,190,42
8411142,Eaches,1,151,72,20,118,156,199,72,122,7,139,97
8411159,Eaches,61,10,116,36,65,83,30,152,86,39,144,121
8411167,Eaches,8,37,253,138,30,82,140,181,51,249,198,227
8411175,Eaches,46,29,84,6,76,71,17,90,73,104,29,86
8411183,Eaches,154,42,43,82,124,153,134,116,167,195,138,170
8411191,Eaches,89,183,93,205,12,81,188,85,223,47,89,85
8411209,Eaches,38,211,142,162,109,40,233,1,146,68,210,186
8411217,Eaches,131,139,19,157,9,181,48,131,6,15,115,101
8411225,Eaches,124,32,117,37,110,117,52,65,57,47,89,82
8411233,Eaches,127,64,111,18,136,38,44,21,120,8,88,87
8411241,Eaches,30,114,163,124,139,178,29,28,113,93,99,10
8411258,Eaches,98,119,90,37,71,25,24,53,13,92,98,112
8411266,Eaches,18,47,61,41,64,5,82,41,77,95,40,70
8411274,Eaches,150,12,112,64,38,27,48,40,129,111,26,104
8411282,Eaches,49,40,56,66,50,3,28,86,50,16,47,64
8411290,Eaches,72,75,47,52,55,85,3,49,82,114,76,94
8411308,Eaches,93,82,67,45,108,39,106,22,47,35,5,18
8411316,Eaches,39,89,77,106,89,59,96,100,51,12,6,38
8411324,Eaches,21,111,101,82,136,49,105,25,38,77,44,95
8411332,Eaches,11,74,79,44,21,30,87,46,19,79,24,27
8411340,Eaches,84,34,23,0,28,5,5,55,80,25,67,62
8411357,Eaches,61,94,103,113,41,76,54,4,75,23,108,72
8411365,Eaches,93,124,15,17,92,16,25,86,58,32,57,32
8411373,Eaches,48,84,7,24,11,4,89,45,41,17,78,69
8411381,Eaches,1,1,1,0,1,0,1,0,0,1,1,0
8411407,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411415,Eaches,0,1,1,1,0,0,1,1,0,0,0,0
8411423,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411431,Eaches,0,0,0,0,1,0,1,0,0,0,1,1
8411449,Eaches,72,92,64,129,55,64,108,110,16,32,45,77
8411456,Eaches,52,31,33,24,44,51,58,35,54,63,27,17
8411464,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411472,Eaches,109,154,108,11,118,51,110,174,141,181,169,49
8411480,Eaches,83,65,5,85,15,88,20,34,6,13,82,86
8411498,Eaches,138,75,26,116,44,34,39,144,33,28,78,99
8411506,Eaches,24,22,31,83,32,74,106,99,50,58,0,9
8411514,Eaches,154,87,146,151,162,144,37,15,76,65,54,33
8411522,Eaches,103,37,12,119,59,23,52,34,98,118,53,4
8411530,Eaches,32,111,30,43,26,16,13,134,29,15,76,61
8411548,Eaches,120,69,55,97,38,31,132,75,82,71,129,41
8411555,Eaches,70,15,79,43,56,27,10,67,98,71,37,66
8411563,Eaches,59,116,88,36,77,76,126,105,16,105,75,124
8411571,Eaches,193,26,95,193,38,216,61,151,166,1,48,193
8411589,Eaches,16,44,16,70,65,7,22,1,69,95,69,56
8411605,Eaches,13,106,88,113,35,75,70,59,125,120,76,127
8411613,Eaches,36,19,69,71,91,63,63,84,53,90,106,63
8411621,Eaches,43,99,50,118,69,83,16,93,104,56,27,100
8411639,Eaches,73,10,22,39,123,64,70,31,139,76,133,66
8411647,Eaches,3,42,0,65,38,89,59,28,41,2,18,7
8411654,Eaches,106,111,49,68,45,102,28,108,12,110,105,108
8411662,Eaches,75,115,126,65,65,53,26,72,116,44,42,98
8411670,Eaches,9,160,111,100,41,85,100,88,91,103,154,83
8411688,Eaches,132,105,138,73,15,49,66,62,9,108,65,7
8411696,Eaches,24,90,119,9,58,8,120,31,76,14,30,109
8411704,Eaches,50,92,45,151,44,17,67,53,139,55,48,113
8411712,Eaches,134,38,179,117,8,25,182,90,89,84,143,127
8411720,Eaches,59,111,50,81,19,53,62,57,26,89,81,112
8411738,Eaches,116,46,60,81,81,67,52,61,32,19,35,80
8411746,Eaches,32,21,32,90,20,69,115,95,94,57,39,52
8411753,Eaches,60,24,49,7,44,9,60,28,51,11,55,42
8411761,Eaches,135,47,11,4,60,82,53,40,36,105,74,108
8411779,Eaches,89,58,23,67,87,6,42,31,53,18,11,10
8411787,Eaches,4,150,12,121,104,141,28,139,67,82,187,140
8411803,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411811,Eaches,0,0,0,1,1,0,1,0,1,1,0,0
8411910,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411928,Eaches,17,19,12,9,14,14,18,10,7,20,8,9
8411936,Eaches,14,18,12,2,11,10,3,18,18,16,13,10
8411944,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411969,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411977,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8411985,Eaches,70,93,112,55,55,24,73,52,21,82,43,3
8411993,Eaches,0,1,1,0,0,1,1,0,0,1,1,1
8412009,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412017,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412025,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412033,Eaches,7,6,1,3,8,6,7,5,3,3,6,5
8412041,Eaches,6,6,10,17,7,17,7,7,11,20,6,15
8412066,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412074,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412090,Eaches,11,54,49,31,21,21,31,55,58,26,5,1
8412108,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412116,Eaches,0,1,0,1,0,1,0,1,1,0,0,0
8412124,Eaches,11,9,7,1,7,0,10,3,11,8,11,6
8412132,Eaches,0,0,2,2,1,1,0,1,2,1,1,1
8412140,Eaches,3,9,6,8,5,7,8,7,4,5,4,8
8412157,Eaches,2,1,1,1,1,0,1,2,1,2,2,2
8412199,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412223,Eaches,1,1,1,1,0,0,1,1,2,0,0,0
8412256,Eaches,12,10,9,7,8,11,10,9,9,3,0,9
8412264,Eaches,2,13,33,14,5,24,2,16,43,21,29,21
8412272,Eaches,1,6,3,3,4,1,2,4,6,6,0,6
8412280,Eaches,29,17,10,13,24,28,15,29,13,4,1,1
8412298,Eaches,18,14,30,2,16,14,12,26,1,28,23,4
8412306,Eaches,1,2,0,2,1,1,2,1,1,2,1,3
8412314,Eaches,90,153,14,13,155,159,62,211,148,124,195,69
8412322,Eaches,297,238,342,387,298,342,273,47,144,99,36,266
8412330,Eaches,2,2,4,3,4,2,1,2,3,3,6,4
8412348,Eaches,649,754,622,566,717,8,289,74,793,300,742,787
8412355,Eaches,13,59,23,44,1,58,59,3,1,61,57,26
8412363,Eaches,29,25,84,87,37,62,47,54,19,23,40,90
8412371,Eaches,1,1,1,0,0,1,1,1,0,1,0,1
8412389,Eaches,971,635,1131,928,756,1311,232,955,1459,968,1462,788
8412397,Eaches,216,208,154,157,16,212,133,302,415,238,296,319
8412405,Eaches,54,105,76,5,69,92,68,30,24,101,6,61
8412413,Eaches,102,73,118,66,111,24,114,120,174,71,76,72
8412421,Eaches,166,27,56,106,59,40,0,134,66,191,187,60
8412439,Eaches,212,189,174,28,229,9,301,267,215,272,204,211
8412447,Eaches,27,70,58,25,51,75,79,48,25,58,46,74
8412454,Eaches,74,75,47,19,57,70,57,56,54,4,45,49
8412462,Eaches,7,3,15,2,11,5,13,9,11,5,14,9
8412488,Eaches,22,22,27,19,15,8,20,16,10,18,12,9
8412496,Eaches,23,46,50,1,3,37,68,66,19,3,22,53
8412504,Eaches,558,622,202,387,141,243,668,543,587,224,210,802
8412512,Eaches,169,171,376,330,694,396,416,573,450,202,240,466
8412520,Eaches,664,289,270,108,618,125,638,254,376,453,182,379
8412538,Eaches,247,662,449,48,576,223,185,147,324,674,472,324
8412546,Eaches,246,286,251,77,544,547,298,509,405,400,187,688
8412561,Eaches,3,3,2,3,2,1,1,2,3,1,1,1
8412579,Eaches,5,6,11,22,1,6,18,14,22,3,15,10
8412587,Eaches,253,176,691,714,552,749,420,430,455,91,327,588
8412595,Eaches,10,18,12,26,16,50,22,5,10,40,48,36
8412603,Eaches,36,32,45,36,17,14,7,58,21,52,70,15
8412611,Eaches,181,612,295,325,234,365,286,527,597,490,384,292
8412629,Eaches,357,822,503,86,684,96,773,55,343,809,731,182
8412637,Eaches,1,1,2,0,2,2,1,1,1,2,1,1
8412645,Eaches,652,558,698,404,122,336,142,706,456,42,549,431
8412652,Eaches,183,456,473,599,189,402,484,612,716,320,685,258
8412660,Eaches,1,0,2,3,0,2,3,2,0,0,2,2
8412678,Eaches,1852,1357,1752,707,1721,1059,1997,738,1437,1333,580,1802
8412686,Eaches,4,12,16,2,16,13,2,0,16,15,8,8
8412694,Eaches,38,124,61,172,179,73,172,155,102,117,75,181
8412702,Eaches,352,141,679,420,532,312,52,269,358,285,599,446
8412710,Eaches,264,206,147,326,42,9,241,119,19,18,229,133
8412736,Eaches,9358,9620,15427,19809,10156,16812,13786,18781,9532,1611,15563,16860
8412744,Eaches,273,173,1443,578,693,1031,1134,542,1433,952,1405,68
8412751,Eaches,2,1,2,0,1,0,2,0,1,1,1,1
8412769,Eaches,284,728,229,561,734,232,231,192,181,502,492,64
8412777,Eaches,15,22,35,34,14,33,3,30,20,4,28,18
8412785,Eaches,554,57,353,475,672,360,37,489,429,180,323,197
8412793,Eaches,30,20,11,27,18,9,28,30,27,7,18,27
8412801,Eaches,9,33,3,6,5,30,24,24,16,13,8,29
8412819,Eaches,153,383,782,613,57,88,785,618,130,563,611,143
8412827,Eaches,11,9,1,11,6,1,9,5,3,4,10,11
8412843,Eaches,49,57,60,65,30,18,55,62,50,66,62,24
8412850,Eaches,129,335,48,316,427,352,203,241,392,428,399,35
8412868,Eaches,99,554,372,159,473,51,635,257,260,27,229,664
8412884,Eaches,22,36,17,38,3,3,5,4,41,15,36,33
8412918,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8412926,Eaches,334,534,580,151,85,579,208,292,84,428,95,104
8412934,Eaches,443,340,430,203,534,563,478,12,355,415,3,99
8412942,Eaches,417,108,520,512,420,505,89,101,423,59,132,60
8412967,Eaches,2,28,7,12,29,36,3,4,23,15,37,0
8412975,Eaches,64,339,627,497,28,74,332,30,579,685,114,457
8412983,Eaches,28,38,2,22,68,5,36,40,74,83,45,63
8412991,Eaches,648,118,308,653,1,682,10,388,103,468,26,344
8413007,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8413015,Eaches,961,341,21,816,20,10,378,575,311,972,599,937
8413023,Eaches,0,0,0,1,0,1,1,0,0,1,0,1
8413031,Eaches,45,9,54,42,37,56,23,5,32,42,18,3
8413064,Eaches,9,42,41,21,16,49,29,22,27,22,10,5
8413080,Eaches,32,31,30,19,40,24,10,10,3,14,21,2
8413098,Eaches,113,434,17,58,595,683,611,196,389,236,283,23
8413106,Eaches,195,248,548,650,517,364,532,600,388,421,166,418
8413114,Eaches,17,44,0,11,32,15,10,19,27,48,7,19
8413122,Eaches,66,613,311,620,635,749,73,789,748,665,779,603
8413130,Eaches,94,86,61,135,7,98,142,148,20,171,2,102
8413148,Eaches,826,219,826,796,335,889,485,122,1013,240,970,137
8413155,Eaches,11,14,6,13,20,5,9,10,12,10,11,18
8413163,Eaches,280,538,183,258,144,237,423,460,597,35,77,448
8413171,Eaches,337,611,36,626,333,717,497,202,179,187,52,386
8413189,Eaches,623,232,510,175,192,148,68,16,303,466,408,127
8413197,Eaches,401,648,752,290,188,218,766,459,166,41,259,152
8413205,Eaches,437,590,677,826,1,30,504,84,679,611,862,139
8413213,Eaches,504,382,577,122,722,44,244,358,154,691,490,371
8413221,Eaches,318,852,538,769,530,405,451,843,441,246,344,723
8413239,Eaches,164,289,22,57,517,518,164,201,342,94,0,336
8413247,Eaches,530,372,119,432,29,401,255,100,159,251,371,642
8413254,Eaches,541,372,603,176,137,714,200,680,540,593,727,85
8413262,Eaches,552,113,380,934,354,87,712,139,474,955,632,356
8413270,Eaches,4,4,1,5,3,2,1,5,1,4,4,1
8413288,Eaches,195,96,369,136,936,972,111,197,109,735,383,507
8413296,Eaches,535,67,150,536,135,545,8,421,264,402,679,420
8413304,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8413312,Eaches,922,605,245,149,500,423,184,311,421,649,126,40
8413320,Eaches,416,288,354,701,832,201,799,561,312,425,310,802
8413338,Eaches,680,464,451,673,62,472,518,412,425,284,4,440
8413353,Eaches,251,898,95,547,137,240,171,701,780,631,593,653
8413379,Eaches,291,654,58,18,398,659,345,655,324,601,129,522
8413387,Eaches,536,768,82,488,532,1034,610,1024,230,51,714,272
8413395,Eaches,262,337,537,280,252,98,532,55,82,259,317,536
8413403,Eaches,37,6,17,8,32,41,10,13,26,49,16,1
8413411,Eaches,4,74,83,80,71,66,4,69,32,77,0,23
8413429,Eaches,89,110,26,117,14,10,129,107,87,112,108,19
8413437,Eaches,158,619,595,816,121,321,831,214,296,462,555,365
8413445,Eaches,5,5,2,2,3,3,1,4,2,4,1,4
8413452,Eaches,582,330,73,103,117,628,55,507,49,196,406,273
8413478,Eaches,321,259,204,119,597,508,246,338,418,243,470,612
8413486,Eaches,343,544,378,590,625,548,160,602,585,441,548,365
8413494,Eaches,191,354,542,462,541,497,626,505,34,413,351,407
8413510,Eaches,73,444,392,397,614,636,265,887,134,496,411,119
8413528,Eaches,20,221,45,72,94,78,335,13,301,320,231,259
8413536,Eaches,357,190,203,230,79,373,489,463,454,243,163,232
8413544,Eaches,131,424,105,102,110,402,132,12,423,53,289,145
8413551,Eaches,7,258,243,26,485,163,178,359,245,448,431,264
8413569,Eaches,207,278,465,590,507,421,23,238,171,496,341,119
8413577,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8413585,Eaches,33,37,61,477,68,549,134,187,187,227,559,410
8413593,Eaches,502,277,50,191,617,387,124,127,321,69,663,4
8413601,Eaches,602,377,475,135,420,628,703,428,113,459,510,729
8413619,Eaches,311,331,98,808,690,247,559,559,30,642,493,851
8413627,Eaches,512,647,329,203,512,300,161,360,120,146,365,196
8413635,Eaches,202,824,388,227,718,639,431,589,793,395,796,344
8413643,Eaches,620,584,27,385,386,298,54,314,13,86,216,409
8413650,Eaches,491,122,336,369,410,463,119,405,245,163,498,198
8413668,Eaches,255,349,571,661,470,234,298,661,290,94,331,613
8413676,Eaches,423,12,313,14,464,382,355,247,273,415,51,423
8413684,Eaches,578,20,284,738,691,733,27,533,450,249,299,345
8413692,Eaches,48,3,169,109,130,82,25,40,21,132,88,150
8413700,Eaches,502,429,588,208,528,82,544,532,336,102,262,41
8413718,Eaches,2,1,2,2,1,2,1,1,0,1,2,0
8413726,Eaches,205,134,605,755,101,703,614,225,428,302,244,734
8413742,Eaches,34,43,48,29,41,57,64,62,35,50,61,17
8413759,Eaches,42,27,16,36,34,19,29,17,30,11,27,18
8413775,Eaches,557,249,692,601,36,284,325,73,487,662,77,790
8413783,Eaches,322,100,314,256,36,372,173,151,268,400,172,164
8413817,Eaches,1,0,0,1,0,1,1,1,1,1,0,0
8413833,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8413841,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8413858,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8413866,Eaches,84,51,47,68,54,87,64,30,120,42,42,72
8413874,Eaches,68,695,185,392,240,518,741,5,279,29,341,475
8413882,Eaches,85,76,89,74,2,24,79,64,7,52,17,99
8413890,Eaches,29,39,30,15,6,34,22,12,15,36,2,6
8413908,Eaches,45,15,59,54,21,45,29,35,13,12,62,28
8413916,Eaches,4,1,1,5,10,0,5,1,8,10,3,7
8413924,Eaches,265,83,71,221,49,461,228,478,17,489,163,487
8413932,Eaches,1,1,0,0,1,0,1,1,0,1,1,1
8413940,Eaches,495,446,313,136,596,651,582,130,56,168,181,729
8413965,Eaches,287,320,61,588,645,501,146,626,458,373,195,680
8413973,Eaches,102,196,574,488,87,567,599,517,112,366,575,634
8413981,Eaches,451,164,709,712,242,263,170,374,353,251,421,320
8413999,Eaches,482,483,683,430,540,785,766,70,288,347,407,104
8414005,Eaches,671,385,916,751,76,687,838,104,640,244,775,12
8414013,Eaches,874,925,467,632,595,611,1029,829,654,1147,164,921
8414021,Eaches,349,569,244,236,636,222,28,650,808,227,621,139
8414039,Eaches,583,241,687,476,318,398,565,118,104,258,293,690
8414047,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414054,Eaches,523,735,946,406,91,78,677,937,635,965,906,457
8414062,Eaches,403,362,159,382,35,673,326,84,316,690,217,147
8414070,Eaches,80,493,120,632,497,721,471,449,308,267,824,213
8414088,Eaches,538,809,565,413,237,355,424,445,27,316,613,840
8414096,Eaches,257,339,363,174,224,55,190,58,301,395,62,118
8414104,Eaches,451,605,696,231,471,615,74,664,726,714,672,327
8414112,Eaches,401,302,778,186,280,463,222,44,273,228,164,704
8414120,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414138,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414146,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414153,Eaches,471,399,322,413,247,381,118,51,317,448,184,105
8414161,Eaches,37,26,7,43,46,4,26,6,33,28,24,28
8414179,Eaches,1114,1689,273,1403,1089,894,374,1743,1456,656,861,997
8414187,Eaches,801,577,1165,566,1218,97,128,33,303,1087,3,1036
8414195,Eaches,2,3,2,3,4,3,3,0,2,1,1,1
8414203,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414211,Eaches,6,2,5,1,2,1,3,2,2,5,6,4
8414229,Eaches,643,902,128,456,944,843,521,390,550,12,147,504
8414237,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414245,Eaches,0,1,1,0,1,0,0,1,0,0,0,1
8414252,Eaches,643,826,113,578,658,269,248,430,224,126,788,457
8414260,Eaches,680,582,72,486,625,390,430,788,443,375,20,309
8414278,Eaches,197,705,553,696,563,209,627,635,664,544,518,588
8414286,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414294,Eaches,432,44,23,594,121,374,9,165,377,458,172,301
8414302,Eaches,333,642,624,489,581,208,560,300,82,185,173,12
8414310,Eaches,131,130,482,366,120,626,275,191,395,788,517,722
8414328,Eaches,98,381,633,622,768,719,380,616,512,652,406,534
8414336,Eaches,41,855,537,249,662,122,256,900,927,637,875,693
8414344,Eaches,801,877,369,490,484,582,53,627,551,437,323,98
8414351,Eaches,1,540,771,1077,1122,347,913,203,822,751,947,584
8414369,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414377,Eaches,623,182,726,586,613,419,786,845,483,304,116,262
8414385,Eaches,668,539,916,628,890,535,671,824,380,475,333,251
8414393,Eaches,278,240,533,115,142,595,284,579,431,227,426,27
8414401,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414419,Eaches,338,689,465,8,625,78,490,424,432,147,561,665
8414427,Eaches,518,333,485,723,795,493,631,1,734,104,113,551
8414435,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414443,Eaches,275,196,34,468,71,44,133,595,327,451,265,127
8414450,Eaches,1113,736,375,1143,1425,1353,899,1053,1185,420,428,1214
8414468,Eaches,919,30,147,140,442,849,580,582,949,971,266,206
8414476,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414484,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414492,Eaches,139,114,254,561,299,224,476,291,612,344,164,605
8414500,Eaches,8,9,4,2,2,5,6,7,9,5,1,9
8414518,Eaches,1,0,1,0,1,0,1,1,0,0,1,1
8414526,Eaches,21,94,90,72,67,118,118,3,98,21,37,20
8414534,Eaches,1233,377,627,302,202,647,764,1983,1594,144,1549,2099
8414542,Eaches,230,1069,549,4,1180,389,543,701,100,963,527,1188
8414559,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414567,Eaches,1,2,1,2,1,2,2,0,2,2,0,1
8414575,Eaches,36,59,59,1,42,61,52,34,58,5,18,39
8414583,Eaches,4,13,22,16,12,16,24,4,15,24,17,14
8414591,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414609,Eaches,1,0,1,1,1,0,1,0,0,0,1,0
8414617,Eaches,43,52,5,10,65,67,52,16,74,48,9,0
8414625,Eaches,73,148,147,89,96,37,86,62,144,142,127,135
8414633,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414641,Eaches,7,25,4,50,38,40,45,43,24,54,14,42
8414658,Eaches,82,79,78,76,91,17,7,24,28,58,60,2
8414682,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414757,Eaches,1,2,0,1,1,2,1,2,0,2,2,2
8414765,Eaches,0,1,2,1,1,1,2,0,0,1,2,0
8414773,Eaches,104,73,606,461,505,163,674,360,439,484,547,626
8414781,Eaches,453,87,395,599,171,0,108,251,37,173,226,413
8414799,Eaches,160,284,350,118,9,476,501,575,71,457,239,527
8414807,Eaches,351,117,413,184,68,423,439,216,533,447,257,427
8414815,Eaches,338,312,481,424,312,32,183,245,65,526,38,448
8414823,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414831,Eaches,0,14,14,6,7,9,6,10,2,11,15,2
8414849,Eaches,123,42,255,81,60,296,388,227,90,94,307,18
8414856,Eaches,54,126,124,112,23,42,124,24,118,114,93,76
8414864,Eaches,303,98,109,83,5,146,195,216,293,445,341,7
8414872,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414880,Eaches,7,4,24,13,10,15,4,15,16,12,9,24
8414898,Eaches,3,5,6,2,4,4,4,3,1,2,6,3
8414906,Eaches,16,19,19,42,20,42,9,5,22,5,38,40
8414922,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414930,Eaches,1214,26,1021,1150,648,820,56,81,306,249,307,1056
8414948,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8414955,Eaches,57,32,3,5,20,42,36,13,6,35,57,15
8414963,Eaches,7,13,15,16,18,14,9,14,10,18,19,18
8414971,Eaches,19,19,19,12,14,18,7,0,8,10,3,2
8414989,Eaches,18,18,0,20,3,15,14,20,1,9,6,17
8414997,Eaches,1,2,2,2,2,1,1,2,2,1,2,1
8415002,Eaches,381,204,222,157,264,530,496,228,276,508,112,435
8415010,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415028,Eaches,39,78,69,64,53,30,43,14,9,60,42,93
8415069,Eaches,2,6,10,7,13,11,8,6,5,7,5,10
8415077,Eaches,1,1,1,2,1,2,1,1,2,2,1,1
8415093,Eaches,339,370,655,500,663,314,203,136,235,806,418,570
8415101,Eaches,372,229,199,297,297,634,760,356,572,647,261,721
8415119,Eaches,105,518,23,273,151,295,73,411,69,314,285,423
8415127,Eaches,117,571,2,139,633,187,144,357,538,231,156,182
8415168,Eaches,780,487,713,49,900,103,1274,424,864,939,389,1284
8415176,Eaches,211,318,465,440,26,110,205,466,462,19,18,231
8415184,Eaches,337,368,131,278,378,225,119,1,51,233,8,309
8415192,Eaches,1368,244,741,1508,2425,3374,2784,898,42,2008,1718,2410
8415200,Eaches,1379,1,657,916,1341,1021,1414,712,850,448,481,584
8415218,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415226,Eaches,51,59,31,241,188,196,194,60,187,238,78,13
8415242,Eaches,14,4,0,13,8,3,13,3,10,14,4,5
8415259,Eaches,7,7,6,4,5,3,3,2,5,1,4,6
8415267,Eaches,1,0,0,0,1,1,1,0,0,1,0,1
8415275,Eaches,410,590,277,729,48,495,604,251,45,608,396,164
8415291,Eaches,381,279,62,405,165,83,508,374,340,533,542,469
8415341,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415358,Eaches,2,0,6,2,1,1,3,1,6,5,5,5
8415374,Eaches,7,8,10,15,6,5,3,12,7,3,1,12
8415382,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415390,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415408,Eaches,5,14,3,7,2,4,11,8,5,5,12,2
8415416,Eaches,3,1,5,5,4,3,1,6,3,0,3,0
8415432,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415440,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415457,Eaches,41,47,10,39,80,27,97,5,28,50,111,81
8415465,Eaches,3,1,1,3,3,0,3,1,1,1,2,1
8415473,Eaches,1,5,4,2,5,3,4,4,1,3,2,0
8415481,Eaches,17,16,4,6,6,16,10,1,0,19,7,17
8415499,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415507,Eaches,36,101,170,119,74,66,31,137,94,131,24,92
8415515,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415531,Eaches,22,27,8,14,5,16,26,24,24,22,18,8
8415556,Eaches,250,383,838,929,25,771,416,478,212,894,357,277
8415564,Eaches,1,4,6,2,7,3,1,4,6,2,1,0
8415572,Eaches,0,3,5,2,4,1,0,2,2,3,3,3
8415580,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8415598,Eaches,2,0,1,2,1,2,2,2,0,1,2,2
8415606,Eaches,1,2,1,2,2,0,0,0,2,1,0,2
