SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg,SKU,CategoryID,SKU,SupplierID
8459562,Eaches,98,10,52,98,17,102,87,65,72,87,94,91,72.75,8459562,420,Active,91621
8459570,Eaches,78,46,78,2,24,22,84,19,32,87,71,46,49.08333333,8459570,200,Pre Active,2745
8459588,Eaches,5,36,127,128,115,104,101,83,18,104,97,117,86.25,8459588,420,Active,91621
8459604,Eaches,14,5,89,45,92,48,52,14,88,0,60,85,49.33333333,8459604,420,Pre Active,91621
8459612,Eaches,7,24,57,56,23,79,40,78,12,78,13,23,40.83333333,8459612,420,Pre Active,91621
8459638,Eaches,336,331,319,262,344,241,142,141,336,165,327,72,251.3333333,8459638,200,Pre Active,2745
8459646,Eaches,90,156,60,175,6,191,174,28,212,63,140,69,113.6666667,8459646,420,Active,91621
8459653,Eaches,1138,638,2352,1276,1933,177,1997,594,1943,1131,641,1930,1312.5,8459653,200,Pre Active,2745
8459661,Eaches,220,133,41,189,121,102,40,188,44,60,54,49,103.4166667,8459661,420,Active,91621
8459679,Eaches,134,156,107,171,11,157,55,172,10,53,87,111,102,8459679,420,Active,84258
8459687,Eaches,27,70,67,69,5,134,0,8,121,6,41,86,52.83333333,8459687,420,Active,84258
8459695,Eaches,0,0,1,0,0,2,1,0,1,1,1,1,0.666666667,8459695,330,Discontinued,4096
8459729,Eaches,315,206,325,301,182,177,11,115,93,344,85,335,207.4166667,8459729,340,Active,54684
8459737,Eaches,129,193,120,216,282,336,326,347,158,20,117,381,218.75,8459737,340,Active,54684
8459745,Eaches,39,180,108,125,167,144,219,117,184,180,156,208,152.25,8459745,340,Active,54684
8459752,Eaches,126,336,336,258,185,144,179,331,318,158,328,125,235.3333333,8459752,340,Active,54684
8459760,Eaches,2,4,7,2,8,3,1,4,3,9,3,5,4.25,8459760,700,Pre Active,2087
8459778,Eaches,128,51,137,51,148,76,111,74,47,59,49,155,90.5,8459778,360,Active,50430
8459786,Eaches,31,29,32,72,146,41,162,187,161,146,17,34,88.16666667,8459786,340,Pre Active,5438
8459794,Eaches,1,128,66,74,56,70,11,51,17,124,51,124,64.41666667,8459794,340,Pre Active,5438
8459802,Eaches,113,159,181,190,125,224,10,6,247,267,25,194,145.0833333,8459802,340,Pre Active,5438
8459836,Eaches,19,33,16,24,22,40,13,22,6,22,28,27,22.66666667,8459836,350,Discontinued,5963
8459851,Eaches,2,1,2,1,2,1,1,1,1,2,0,1,1.25,8459851,700,Pre Active,5113
8459919,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8459919,700,Pre Active,5325
8459943,Eaches,2,1,2,3,2,2,3,1,3,2,1,2,2,8459943,700,Pre Active,5415
8459968,Eaches,10,44,63,15,25,17,55,20,8,35,2,17,25.91666667,8459968,200,Pre Active,2745
8459976,Eaches,109,77,1546,1555,1044,1015,1562,288,500,1742,881,1275,966.1666667,8459976,200,Pre Active,4711
8459992,Eaches,299,528,406,357,377,126,133,322,504,129,274,113,297.3333333,8459992,200,Pre Active,4711
8460008,Eaches,182,3,11,107,11,234,201,45,204,92,17,188,107.9166667,8460008,200,Pre Active,4711
8460016,Eaches,38,19,58,49,69,56,87,48,25,71,55,34,50.75,8460016,200,Pre Active,4711
8460024,Eaches,11,49,11,66,15,56,3,39,63,34,51,74,39.33333333,8460024,360,Active,66000
8460032,Eaches,74,66,4,3,79,34,32,59,34,31,68,3,40.58333333,8460032,360,Active,66000
8460040,Eaches,53,49,80,48,42,42,53,53,76,74,4,24,49.83333333,8460040,360,Active,66000
8460065,Eaches,22,12,78,87,91,74,57,112,107,115,79,108,78.5,8460065,360,Seasonal,66000
8460081,Eaches,564,739,995,86,175,610,268,716,1254,314,921,817,621.5833333,8460081,200,Pre Active,90000
8460099,Eaches,65,8,7,73,90,3,56,74,49,21,67,8,43.41666667,8460099,200,Pre Active,90000
8460107,Eaches,1,3,4,2,6,1,2,8,4,6,7,8,4.333333333,8460107,200,Pre Active,90000
8460115,Eaches,206,33,232,269,4,204,172,275,144,27,444,237,187.25,8460115,200,Pre Active,90000
8460123,Eaches,4,9,5,9,7,3,5,9,2,3,7,5,5.666666667,8460123,200,Pre Active,90000
8460156,Eaches,19,15,1,23,6,12,2,21,13,8,10,22,12.66666667,8460156,200,Pre Active,2745
8460164,Eaches,83,24,13,68,4,66,11,27,21,50,57,6,35.83333333,8460164,200,Pre Active,2745
8460172,Eaches,13,42,130,177,285,27,321,354,78,184,89,334,169.5,8460172,200,Pre Active,2745
8460180,Eaches,12,9,4,9,6,12,5,8,19,6,14,2,8.833333333,8460180,200,Pre Active,2745
8460214,Eaches,154,249,460,279,92,207,181,280,246,3,316,275,228.5,8460214,200,Pre Active,2745
8460222,Eaches,31,51,77,21,54,32,63,83,48,29,62,85,53,8460222,200,Pre Active,2745
8460230,Eaches,62,66,51,27,17,13,35,63,74,13,88,79,49,8460230,200,Pre Active,2745
8460255,Eaches,4,14,1,13,11,2,15,12,10,13,4,5,8.666666667,8460255,200,Pre Active,2745
8460263,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8460263,700,Pre Active,4637
8460271,Eaches,4,1,1,5,4,6,1,3,4,0,1,6,3,8460271,430,Discontinued,3801
8460289,Eaches,5,6,1,2,9,2,1,3,10,3,3,3,4,8460289,430,Discontinued,3801
8460297,Eaches,412,242,70,40,299,140,246,117,99,381,335,257,219.8333333,8460297,200,Pre Active,2745
8460305,Eaches,921,2103,1567,1364,18,2023,1816,338,2153,286,1806,1377,1314.333333,8460305,200,Pre Active,2745
8460313,Eaches,248,110,157,65,92,238,185,27,286,44,256,30,144.8333333,8460313,200,Pre Active,2745
8460321,Eaches,2,188,307,170,188,35,223,288,363,131,328,372,216.25,8460321,200,Pre Active,2745
8460339,Eaches,678,495,7,416,45,532,652,398,536,42,82,32,326.25,8460339,200,Pre Active,2745
8460347,Eaches,123,54,2,80,4,88,11,132,54,205,62,125,78.33333333,8460347,200,Seasonal,2745
8460354,Eaches,776,509,861,785,350,348,170,177,133,237,144,52,378.5,8460354,200,Pre Active,2745
8460362,Eaches,15,631,1105,893,1187,1384,1078,164,563,1371,1197,408,833,8460362,200,Pre Active,2745
8460370,Eaches,404,334,187,28,319,404,273,1,236,411,160,32,232.4166667,8460370,200,Pre Active,2745
8460388,Eaches,611,557,494,151,314,32,767,590,837,55,375,525,442.3333333,8460388,200,Pre Active,2745
8460396,Eaches,45,30,45,6,37,27,48,18,16,16,28,8,27,8460396,200,Pre Active,2745
8460404,Eaches,14,94,55,28,86,126,55,50,84,78,59,73,66.83333333,8460404,200,Pre Active,2745
8460412,Eaches,81,78,91,69,132,2,102,85,10,105,87,106,79,8460412,200,Pre Active,2745
8460420,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8460420,330,Discontinued,5969
8460438,Eaches,374,395,39,276,251,368,393,440,47,143,85,286,258.0833333,8460438,360,Active,16934
8460446,Eaches,0,0,1,1,1,0,1,1,1,1,0,0,0.583333333,8460446,310,Discontinued,5991
8460461,Eaches,35,52,30,51,1,11,25,5,3,54,47,34,29,8460461,200,Pre Active,2745
8460479,Eaches,0,0,1,1,2,2,1,1,0,3,1,1,1.083333333,8460479,200,Pre Active,2745
8460487,Eaches,71,73,15,41,55,7,52,46,63,40,57,61,48.41666667,8460487,200,Pre Active,2745
8460495,Eaches,120,630,317,622,179,394,319,275,93,566,495,131,345.0833333,8460495,200,Pre Active,2745
8460503,Eaches,358,321,122,512,630,160,680,377,290,162,253,331,349.6666667,8460503,200,Pre Active,2745
8460511,Eaches,199,217,52,253,124,250,48,84,157,67,81,95,135.5833333,8460511,200,Pre Active,2745
8460529,Eaches,670,249,286,718,418,724,203,524,813,766,838,618,568.9166667,8460529,200,Pre Active,2745
8460537,Eaches,188,126,145,140,216,216,5,121,33,135,85,97,125.5833333,8460537,200,Pre Active,2745
8460545,Eaches,236,22,210,180,223,51,142,75,230,231,119,109,152.3333333,8460545,200,Pre Active,2745
8460552,Eaches,18,20,1,2,9,14,18,5,17,20,9,10,11.91666667,8460552,200,Pre Active,2745
8460560,Eaches,1,1,2,1,2,2,1,1,3,3,1,1,1.583333333,8460560,330,Seasonal,5625
8460578,Eaches,13,13,6,22,26,31,6,12,30,28,5,6,16.5,8460578,330,Discontinued,4096
8460586,Eaches,165,289,337,271,235,155,352,246,329,371,188,292,269.1666667,8460586,360,Active,4970
8460594,Eaches,18,38,6,25,26,51,48,22,48,27,37,1,28.91666667,8460594,200,Pre Active,2745
8460602,Eaches,166,167,60,25,26,127,39,111,124,166,141,143,107.9166667,8460602,200,Pre Active,2745
8460610,Eaches,20,27,17,27,17,2,7,17,40,23,14,43,21.16666667,8460610,200,Pre Active,2745
8460628,Eaches,423,323,137,434,382,346,169,211,250,387,34,345,286.75,8460628,200,Pre Active,2745
8460636,Eaches,2,3,1,0,0,2,0,3,0,1,2,1,1.25,8460636,200,Pre Active,2745
8460644,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8460644,200,Pre Active,2745
8460651,Eaches,6,3,2,2,8,2,2,8,5,4,3,2,3.916666667,8460651,200,Pre Active,2745
8460669,Eaches,0,26,14,19,28,2,28,5,35,12,35,23,18.91666667,8460669,200,Pre Active,2745
8460677,Eaches,3,10,7,4,8,1,7,9,9,12,3,13,7.166666667,8460677,200,Pre Active,2745
8460685,Eaches,5,6,7,6,6,5,6,5,4,3,1,4,4.833333333,8460685,200,Pre Active,2745
8460693,Eaches,0,2,48,45,61,11,63,38,42,15,32,41,33.16666667,8460693,200,Pre Active,2745
8460701,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8460701,330,Discontinued,5374
8460719,Eaches,440,192,194,25,178,395,73,110,348,51,95,317,201.5,8460719,200,Pre Active,2745
8460727,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8460727,200,Pre Active,2745
8460735,Eaches,17,21,23,10,17,24,19,18,14,15,4,14,16.33333333,8460735,200,Pre Active,2745
8460743,Eaches,8,84,39,58,50,84,66,39,29,69,74,71,55.91666667,8460743,200,Pre Active,2745
8460750,Eaches,24,3,23,16,2,23,27,8,12,6,14,20,14.83333333,8460750,200,Pre Active,2745
8460768,Eaches,9,92,239,226,246,206,193,134,9,124,9,161,137.3333333,8460768,200,Pre Active,2745
8460776,Eaches,254,96,56,107,738,644,10,560,193,441,609,624,361,8460776,200,Pre Active,2745
8460792,Eaches,724,357,151,529,318,453,383,690,207,277,349,486,410.3333333,8460792,200,Pre Active,2745
8460800,Eaches,559,786,1226,1265,550,1346,207,301,949,206,1100,1028,793.5833333,8460800,330,Active,6000
8460818,Eaches,227,142,99,993,691,854,74,98,18,1236,736,295,455.25,8460818,330,Active,6000
8460826,Eaches,1157,221,515,721,905,1364,1318,1508,901,1598,1659,223,1007.5,8460826,330,Active,3244
8460834,Eaches,1034,2593,856,943,2418,495,2005,278,1089,837,30,1780,1196.5,8460834,340,Active,51726
8460842,Eaches,148,94,75,24,154,135,42,160,60,8,94,56,87.5,8460842,340,Pre Active,51726
8460859,Eaches,308,35,70,324,455,478,454,401,193,11,91,69,240.75,8460859,200,Active,30824
8460867,Eaches,71,122,8,65,112,123,281,250,76,1,190,252,129.25,8460867,200,Pre Active,4711
8460875,Eaches,460,543,184,318,373,554,544,188,369,498,75,440,378.8333333,8460875,200,Pre Active,4711
8460883,Eaches,206,278,115,79,258,264,48,261,185,104,216,27,170.0833333,8460883,200,Active,30824
8460891,Eaches,275,307,180,193,206,80,103,311,56,50,321,206,190.6666667,8460891,200,Active,30824
8460909,Eaches,465,157,15,22,101,456,303,18,384,343,22,295,215.0833333,8460909,200,Active,30824
8460917,Eaches,170,57,256,292,254,275,25,68,115,72,196,231,167.5833333,8460917,200,Active,30824
8460925,Eaches,90,206,293,253,102,3,340,125,224,308,129,228,191.75,8460925,200,Active,30824
8460933,Eaches,166,225,311,470,103,477,141,473,412,434,471,270,329.4166667,8460933,200,Active,30824
8460941,Eaches,1,266,336,7,374,54,10,86,37,336,473,234,184.5,8460941,200,Active,30824
8460966,Eaches,160,55,138,165,149,193,31,29,52,64,189,205,119.1666667,8460966,200,Active,30824
8460974,Eaches,17,27,27,21,36,1,44,38,10,21,37,0,23.25,8460974,200,Seasonal,2745
8460982,Eaches,59,38,204,184,54,98,113,2,112,1,89,43,83.08333333,8460982,200,Active,30824
8460990,Eaches,40,6,100,68,95,0,20,93,33,13,79,68,51.25,8460990,200,Pre Active,2745
8461006,Eaches,138,229,3,96,187,177,66,55,240,187,288,77,145.25,8461006,200,Seasonal,2745
8461014,Eaches,1,1,1,1,1,0,1,1,0,0,0,1,0.666666667,8461014,200,Seasonal,2745
8461022,Eaches,146,43,91,112,130,4,147,6,239,210,202,198,127.3333333,8461022,200,Seasonal,2745
8461030,Eaches,204,19,127,37,197,79,14,215,226,209,10,111,120.6666667,8461030,200,Seasonal,2745
8461048,Eaches,1,0,0,0,0,0,0,1,0,1,0,1,0.333333333,8461048,200,Seasonal,2745
8461055,Eaches,101,6,85,54,60,104,15,85,93,67,46,78,66.16666667,8461055,200,Seasonal,2745
8461071,Eaches,52,55,22,59,43,30,7,49,25,16,56,34,37.33333333,8461071,200,Pre Active,2745
8461097,Eaches,43,52,27,39,54,53,30,53,13,17,42,37,38.33333333,8461097,200,Pre Active,2745
8461105,Eaches,198,2306,3519,1407,1910,868,1381,288,1194,406,3522,2211,1600.833333,8461105,200,Active,5642
8461113,Eaches,184,186,22,208,125,127,232,92,200,251,261,240,177.3333333,8461113,200,Active,5642
8461121,Eaches,2731,1063,618,796,478,1617,190,3200,413,1862,2998,2080,1503.833333,8461121,200,Active,5642
8461139,Eaches,1027,550,388,1148,235,478,852,1637,986,1090,430,1838,888.25,8461139,200,Active,5642
8461147,Eaches,8,31,723,482,201,841,685,255,809,65,718,202,418.3333333,8461147,200,Active,5642
8461154,Eaches,565,240,131,326,474,50,85,34,613,615,523,121,314.75,8461154,200,Active,5642
8461162,Eaches,368,278,210,245,388,132,424,382,8,326,176,61,249.8333333,8461162,200,Active,5642
8461170,Eaches,442,292,136,328,297,263,508,156,32,125,158,16,229.4166667,8461170,200,Active,5642
8461188,Eaches,21,84,177,413,386,145,436,332,412,247,121,34,234,8461188,200,Active,5642
8461196,Eaches,35,41,23,37,52,5,8,57,37,57,22,56,35.83333333,8461196,200,Active,5642
8461204,Eaches,2235,2667,617,5804,3869,5370,1328,1473,5978,1256,4217,219,2919.416667,8461204,200,Active,5642
8461212,Eaches,285,313,237,35,71,198,223,220,200,133,83,244,186.8333333,8461212,200,Active,5642
8461220,Eaches,30,49,53,21,66,58,36,6,49,51,33,64,43,8461220,200,Pre Active,5642
8461238,Eaches,375,261,139,337,44,504,383,39,115,491,372,393,287.75,8461238,200,Active,5642
8461246,Eaches,31,39,148,402,430,567,303,106,292,519,565,196,299.8333333,8461246,200,Active,5642
8461253,Eaches,164,10,236,608,245,320,210,26,181,345,114,525,248.6666667,8461253,200,Active,5642
8461261,Eaches,325,68,30,609,250,361,301,469,353,123,321,25,269.5833333,8461261,200,Active,5642
8461279,Eaches,517,48,50,286,378,365,125,82,233,403,289,273,254.0833333,8461279,200,Active,5642
8461287,Eaches,409,799,568,56,437,418,12,438,690,300,77,463,388.9166667,8461287,200,Active,5642
8461295,Eaches,48,484,516,204,508,452,303,536,531,554,328,497,413.4166667,8461295,200,Active,5642
8461303,Eaches,163,125,104,187,193,169,36,104,165,181,116,45,132.3333333,8461303,200,Discontinued,5642
8461311,Eaches,218,639,449,112,352,680,50,293,293,139,227,437,324.0833333,8461311,200,Active,5642
8461329,Eaches,445,209,395,362,379,221,141,380,18,107,68,16,228.4166667,8461329,200,Active,5642
8461337,Eaches,301,469,507,1377,418,505,185,663,362,917,396,745,570.4166667,8461337,200,Active,5642
8461345,Eaches,334,345,16,244,235,339,399,357,197,61,110,111,229,8461345,200,Active,5642
8461352,Eaches,402,236,956,266,1087,617,573,334,1125,103,838,878,617.9166667,8461352,200,Active,5642
8461360,Eaches,420,146,311,368,108,379,292,144,509,418,371,160,302.1666667,8461360,200,Active,5642
8461378,Eaches,672,36,607,594,800,465,633,110,712,348,44,174,432.9166667,8461378,200,Active,5642
8461386,Eaches,390,467,1,378,335,79,76,87,604,124,513,259,276.0833333,8461386,200,Active,5642
8461394,Eaches,184,16,277,307,74,152,172,139,222,379,282,479,223.5833333,8461394,200,Active,5642
8461402,Eaches,218,424,47,153,389,144,162,206,439,386,66,75,225.75,8461402,200,Discontinued,5642
8461410,Eaches,441,553,940,752,580,48,715,205,574,644,834,507,566.0833333,8461410,200,Active,5642
8461428,Eaches,557,472,486,241,453,761,723,190,299,126,599,680,465.5833333,8461428,200,Active,5642
8461436,Eaches,842,275,528,504,764,511,945,871,835,874,684,457,674.1666667,8461436,200,Active,5642
8461444,Eaches,485,525,341,384,548,15,341,114,575,9,62,84,290.25,8461444,200,Active,5642
8461451,Eaches,676,231,542,202,156,707,796,470,983,892,1011,488,596.1666667,8461451,200,Active,5642
8461477,Eaches,790,559,686,960,396,321,784,779,478,780,502,20,587.9166667,8461477,200,Active,5642
8461485,Eaches,185,460,835,546,378,437,424,275,483,618,215,10,405.5,8461485,200,Active,5642
8461493,Eaches,300,586,996,50,633,788,367,761,925,318,680,38,536.8333333,8461493,200,Active,5642
8461501,Eaches,1230,928,260,228,510,865,298,151,398,1164,621,1211,655.3333333,8461501,200,Active,5642
8461527,Eaches,260,448,612,5,105,149,207,144,545,452,117,260,275.3333333,8461527,200,Active,5642
8461535,Eaches,113,524,70,148,504,480,49,358,508,349,323,557,331.9166667,8461535,200,Active,5642
8461543,Eaches,522,347,489,583,609,432,566,399,160,287,79,530,416.9166667,8461543,200,Active,5642
8461550,Eaches,96,428,160,134,16,210,96,191,154,289,149,252,181.25,8461550,200,Active,5642
8461568,Eaches,704,193,7,31,434,69,94,170,567,459,135,369,269.3333333,8461568,200,Active,5642
8461576,Eaches,244,97,870,1059,36,443,457,830,17,386,496,351,440.5,8461576,200,Pre Active,2746
8461584,Eaches,636,3,412,222,616,671,29,518,327,357,327,138,354.6666667,8461584,200,Active,5642
8461592,Eaches,271,509,608,46,162,222,520,225,352,138,225,188,288.8333333,8461592,200,Active,5642
8461600,Eaches,255,589,42,362,173,35,393,20,451,456,267,220,271.9166667,8461600,200,Active,5642
8461618,Eaches,102,54,62,183,92,379,113,627,43,645,50,532,240.1666667,8461618,200,Active,5642
8461626,Eaches,381,40,464,512,541,608,485,323,51,151,400,514,372.5,8461626,200,Active,5642
8461634,Eaches,537,487,609,205,889,567,713,692,763,874,934,724,666.1666667,8461634,200,Active,5642
8461642,Eaches,128,214,485,102,498,202,42,199,130,464,518,91,256.0833333,8461642,200,Active,5642
8461659,Eaches,285,447,47,41,154,369,128,117,193,376,134,349,220,8461659,200,Active,5642
8461667,Eaches,60,332,87,458,57,354,196,114,66,512,7,238,206.75,8461667,200,Active,5642
8461675,Eaches,144,505,316,524,1,83,427,344,226,166,9,354,258.25,8461675,200,Active,5642
8461683,Eaches,178,175,182,158,695,198,273,116,322,209,592,660,313.1666667,8461683,200,Active,5642
8461691,Eaches,6,48,305,327,287,282,135,170,224,81,157,123,178.75,8461691,200,Discontinued,5642
8461709,Eaches,343,1262,633,1064,241,558,801,24,1073,1205,441,14,638.25,8461709,200,Active,5642
8461717,Eaches,5,161,294,90,318,134,124,141,170,251,259,15,163.5,8461717,200,Active,5642
8461725,Eaches,4698,2080,163,1680,1716,783,4681,4465,1058,3749,15,417,2125.416667,8461725,200,Pre Active,5642
8461733,Eaches,68,60,48,166,98,183,119,80,134,182,10,29,98.08333333,8461733,200,Active,5642
8461741,Eaches,80,396,546,378,467,425,40,85,308,503,423,44,307.9166667,8461741,200,Active,5642
8461758,Eaches,440,260,980,679,698,344,533,1373,253,364,1282,1058,688.6666667,8461758,200,Active,5642
8461766,Eaches,674,3,145,513,729,1,193,808,52,271,808,616,401.0833333,8461766,200,Active,5642
8461774,Eaches,436,819,901,408,130,533,740,33,790,147,197,727,488.4166667,8461774,200,Active,5642
8461782,Eaches,61,2,20,16,64,48,48,60,15,4,6,70,34.5,8461782,200,Active,5642
8461790,Eaches,735,330,702,220,160,882,466,23,338,775,21,406,421.5,8461790,200,Active,5642
8461808,Eaches,57,42,171,90,129,104,201,124,71,173,37,169,114,8461808,200,Active,5642
8461816,Eaches,518,49,65,173,173,27,336,429,314,225,77,14,200,8461816,200,Active,5642
8461824,Eaches,255,441,41,75,375,252,420,35,432,283,193,135,244.75,8461824,200,Active,5642
8461832,Eaches,167,243,469,25,145,272,161,430,272,104,496,3,232.25,8461832,200,Active,5642
8461840,Eaches,522,347,245,228,58,523,475,20,399,279,340,16,287.6666667,8461840,200,Active,5642
8461865,Eaches,0,0,1,0,0,1,0,1,0,1,0,1,0.416666667,8461865,410,Seasonal,5499
8461881,Eaches,6,81,95,51,117,23,27,60,33,7,113,53,55.5,8461881,380,Discontinued,5565
8461899,Eaches,1,70,168,136,227,178,106,25,38,42,142,58,99.25,8461899,200,Pre Active,2746
8461907,Eaches,71,12,61,46,128,68,6,143,71,38,31,34,59.08333333,8461907,200,Pre Active,2745
8461923,Eaches,386,476,102,472,217,400,368,637,486,394,128,235,358.4166667,8461923,340,Active,4031
8461931,Eaches,9,2,5,1,4,7,2,9,4,7,3,7,5,8461931,700,Pre Active,11661
8461949,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8461949,700,Discontinued,11661
8461956,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8461956,700,Pre Active,4637
8461964,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8461964,700,Pre Active,4637
8461998,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8461998,700,Pre Active,4615
8462004,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462004,700,Pre Active,4615
8462012,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462012,700,Pre Active,4615
8462020,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462020,700,Pre Active,4615
8462038,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462038,700,Pre Active,4615
8462046,Eaches,0,1,1,1,1,0,1,1,0,0,0,1,0.583333333,8462046,700,Pre Active,3795
8462079,Eaches,690,638,303,550,6,604,407,214,943,162,400,590,458.9166667,8462079,200,Pre Active,2745
8462087,Eaches,70,8,93,74,181,7,47,78,226,3,80,140,83.91666667,8462087,200,Pre Active,2745
8462095,Eaches,366,370,312,154,87,342,291,92,95,303,120,159,224.25,8462095,200,Seasonal,2745
8462103,Eaches,71,50,60,2,42,68,47,46,53,11,5,63,43.16666667,8462103,200,Pre Active,2745
8462111,Eaches,1008,13,898,164,38,707,709,754,479,735,163,325,499.4166667,8462111,200,Pre Active,2745
8462129,Eaches,212,393,93,401,376,431,440,416,447,128,453,128,326.5,8462129,200,Pre Active,2745
8462137,Eaches,5,12,26,17,14,8,2,17,4,23,21,12,13.41666667,8462137,200,Pre Active,2745
8462152,Eaches,1600,1790,1416,380,2103,1428,883,767,1605,2422,1863,2111,1530.666667,8462152,200,Pre Active,2745
8462160,Eaches,307,822,1082,2762,2725,2695,537,2368,1612,161,807,2478,1529.666667,8462160,200,Pre Active,2745
8462178,Eaches,214,157,57,189,61,90,146,216,1,163,92,150,128,8462178,320,Active,446
8462186,Eaches,19009,15199,10979,14936,548,18329,10866,9338,2267,2909,15433,2827,10220,8462186,200,Pre Active,2745
8462194,Eaches,32,156,41,6,69,20,225,106,110,184,122,199,105.8333333,8462194,200,Pre Active,2745
8462202,Eaches,949,411,1002,1982,1656,1757,1748,724,22,2017,2045,804,1259.75,8462202,200,Pre Active,2745
8462210,Eaches,82,23,115,141,254,183,15,252,8,172,30,107,115.1666667,8462210,320,Active,446
8462228,Eaches,3,110,246,32,16,158,101,1,112,245,48,40,92.66666667,8462228,200,Pre Active,2746
8462236,Eaches,9,8,9,2,1,3,0,7,7,2,6,3,4.75,8462236,200,Pre Active,90000
8462269,Eaches,5,13,2,4,2,9,5,0,10,9,12,3,6.166666667,8462269,700,Pre Active,4297
8462277,Eaches,11,11,20,23,15,8,11,2,9,18,11,11,12.5,8462277,700,Pre Active,4297
8462319,Eaches,23,67,11,43,22,63,50,83,52,23,40,78,46.25,8462319,370,Pre Active,5689
8462327,Eaches,445,258,591,236,3,508,231,198,505,449,20,80,293.6666667,8462327,340,Active,5446
8462350,Eaches,2,0,1,1,1,1,1,2,0,2,0,1,1,8462350,700,Pre Active,5517
8462376,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462376,700,Pre Active,84258
8462426,Eaches,1,1,0,0,0,1,1,1,0,0,1,0,0.5,8462426,700,Discontinued,35160
8462442,Eaches,14,16,17,2,4,6,5,15,0,1,2,15,8.083333333,8462442,340,Discontinued,6011
8462475,Eaches,68,71,75,72,82,14,0,91,17,54,67,58,55.75,8462475,200,Pre Active,2745
8462483,Eaches,173,243,151,295,269,378,382,20,216,246,108,467,245.6666667,8462483,200,Pre Active,2745
8462491,Eaches,4,11,14,55,57,66,33,34,27,72,44,43,38.33333333,8462491,200,Pre Active,2745
8462509,Eaches,39,53,49,22,80,47,96,34,7,77,3,82,49.08333333,8462509,200,Pre Active,2745
8462517,Eaches,134,74,62,45,14,142,107,70,21,9,102,79,71.58333333,8462517,200,Pre Active,2745
8462525,Eaches,380,77,260,422,418,156,140,315,90,295,221,509,273.5833333,8462525,200,Pre Active,2745
8462541,Eaches,139,346,376,20,343,397,217,786,664,459,722,87,379.6666667,8462541,200,Pre Active,2745
8462558,Eaches,196,511,350,470,482,96,486,258,316,158,310,504,344.75,8462558,200,Pre Active,2745
8462566,Eaches,384,460,79,136,634,487,95,318,499,349,506,179,343.8333333,8462566,200,Pre Active,2745
8462574,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462574,370,Pre Active,1913
8462582,Eaches,2,0,1,0,0,1,1,2,0,1,0,1,0.75,8462582,700,Pre Active,2088
8462590,Eaches,718,292,635,305,667,742,272,240,73,282,566,804,466.3333333,8462590,200,Pre Active,2745
8462608,Eaches,43,122,69,50,55,11,118,69,54,21,86,39,61.41666667,8462608,200,Pre Active,2745
8462616,Eaches,74,15,17,54,51,1,25,95,37,45,66,55,44.58333333,8462616,200,Pre Active,2745
8462632,Eaches,305,1382,962,767,940,780,1292,1014,595,1461,1506,211,934.5833333,8462632,200,Pre Active,2745
8462640,Eaches,30,14,4,37,2,3,18,30,20,17,2,33,17.5,8462640,200,Pre Active,2745
8462657,Eaches,8,17,31,16,21,12,2,31,7,17,13,30,17.08333333,8462657,200,Pre Active,2745
8462665,Eaches,315,415,95,297,185,266,502,21,305,121,273,136,244.25,8462665,200,Pre Active,2745
8462673,Eaches,10,5,1,5,9,17,7,13,9,15,6,6,8.583333333,8462673,200,Pre Active,2745
8462681,Eaches,9,99,61,26,90,68,106,37,20,91,91,12,59.16666667,8462681,200,Pre Active,2745
8462699,Eaches,0,6,5,2,6,7,5,3,2,2,1,0,3.25,8462699,200,Discontinued,2745
8462707,Eaches,169,157,81,91,2,166,133,102,3,69,105,20,91.5,8462707,200,Pre Active,2745
8462715,Eaches,29,238,56,31,178,48,167,142,35,152,114,140,110.8333333,8462715,200,Pre Active,2745
8462723,Eaches,121,148,88,91,220,146,94,110,86,54,27,112,108.0833333,8462723,200,Pre Active,2745
8462731,Eaches,625,139,992,287,1131,747,1024,902,82,839,258,771,649.75,8462731,200,Pre Active,2746
8462756,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462756,700,Pre Active,4637
8462764,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8462764,700,Pre Active,4637
8462772,Eaches,2,3,2,0,1,5,4,1,5,2,2,1,2.333333333,8462772,700,Pre Active,2088
